isin,wkn,ticker,valor,name,index,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2023,2022,2021,2020,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,asset,instrument,region,exchange
IE00BKT6VQ12,A2PRG1,CYBE,49876441,iShares China CNY Bond UCITS ETF EUR Hedged (Acc),Bloomberg China Treasury + Policy Bank (EUR Hedged),2021-02-24,1095,3.0,Long-only,Ireland,EUR,True,False,Accumulating,0.4,Full replication,73,False,75,1.47,0.0,1.1,2.8,3.18,6.99,,,5.44,0.39,,,,,6.52,,,1.07,,,-3.79,-1.69,,,,,,
IE00BKT6RT64,A2PRG0,AYEQ,49876435,iShares China CNY Bond UCITS ETF USD Hedged (Dist),Bloomberg China Treasury + Policy Bank (USD Hedged),2019-11-04,1573,4.30958904109589,Long-only,Ireland,USD,True,False,Distributing,0.4,Full replication,410,False,75,4.01,0.0,2.07,4.64,4.86,7.76,30.13,,4.05,8.94,10.92,-7.34,2.39,2.51,6.78,8.04,,1.14,1.14,,-15.84,-3.8,-12.44,,,,,
IE000TB7IEF3,A3CYEM,JCHA,113206274,JPMorgan BetaBuilders China Aggregate Bond UCITS ETF USD (acc),Bloomberg China Treasury + Policy Bank + Liquid IG Credit Issuers,2022-03-17,709,1.9424657534246574,Long-only,Ireland,USD,False,False,Accumulating,0.25,Full replication,8,False,105,2.05,-0.16,1.05,2.36,3.29,-0.7,,,-1.28,,,,,,6.06,,,-0.11,,,-13.75,-7.98,,,,,,
IE000RJNOUX7,A3CYEL,JCGA,113211870,JPMorgan BetaBuilders China Aggregate Bond UCITS ETF USD (dist),Bloomberg China Treasury + Policy Bank + Liquid IG Credit Issuers,2022-03-17,709,1.9424657534246574,Long-only,Ireland,USD,False,False,Distributing,0.25,Full replication,21,False,105,2.01,-0.2,1.03,2.33,3.26,-0.72,,,-1.26,,,,2.4,2.32,6.09,,,-0.12,,,-13.76,-8.0,,,,,,
IE000B8M14I0,A3DCK4,JCHE,115960827,JPMorgan BetaBuilders China Aggregate Bond UCITS ETF EUR Hedged (acc),Bloomberg China Treasury + Policy Bank + Liquid IG Credit Issuers (EUR Hedged),2022-05-05,660,1.8082191780821917,Long-only,Ireland,EUR,True,False,Accumulating,0.28,Full replication,33,False,105,1.33,0.03,1.41,2.7,2.03,6.58,,,5.15,,,,,,6.8,,,0.97,,,-3.97,-1.83,,,,,,
IE000V2GJJQ3,A3DJQB,JCAU,118078447,JPMorgan BetaBuilders China Aggregate Bond UCITS ETF USD Hedged (dist),Bloomberg China Treasury + Policy Bank + Liquid IG Credit Issuers (USD Hedged),2022-05-05,660,1.8082191780821917,Long-only,Ireland,USD,True,False,Distributing,0.28,Full replication,20,False,105,4.01,-0.42,1.63,3.95,3.05,6.27,,,3.21,,,,2.09,2.17,7.55,,,0.83,,,-12.56,-4.33,,,,,,
IE00B6YX5J02,A3C2C7,SPP8,113463911,SPDR Bloomberg China Treasury Bond UCITS ETF (Acc),Bloomberg China Treasury 100BN,2021-11-10,836,2.2904109589041095,Long-only,Ireland,USD,False,False,Accumulating,0.19,Sampling,11,False,63,2.29,-0.04,1.23,2.72,3.66,-0.26,,,-1.04,0.41,,,,,6.1,,,-0.04,,,-13.67,-7.96,,,,,,
JE00BN7KB557,A3G8J3,OD7B,,WisdomTree Coffee,Bloomberg Coffee,2006-09-27,6359,17.421917808219177,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,26,False,,,,,,,,,,22.4,-18.36,75.53,-17.97,,,31.73,34.53,34.25,0.7,0.63,0.29,-84.93,-23.36,-42.93,-42.93,,,,
IE00BD6FTQ80,A2AUD2,CMOD,34400611,Invesco Bloomberg Commodity UCITS ETF Acc,Bloomberg Commodity,2017-01-09,2602,7.1287671232876715,Long-only,Ireland,USD,False,False,Accumulating,0.19,Swap based Unfunded,2022,False,,-0.35,-1.1,-1.2,-4.58,-6.47,-7.26,31.56,32.0,-11.65,21.96,37.3,-11.29,,,12.87,17.96,16.78,-0.56,0.53,0.34,-32.49,-10.53,-26.55,-26.55,,,,
IE00BDFL4P12,A2DK6R,SXRS,36082553,iShares Diversified Commodity Swap UCITS ETF,Bloomberg Commodity,2017-07-18,2412,6.608219178082192,Long-only,Ireland,USD,False,True,Accumulating,0.19,Swap based Unfunded,1259,False,,-0.34,-1.01,-1.17,-4.37,-6.34,-7.08,31.92,32.51,-11.49,22.26,37.34,-11.33,,,12.88,17.97,16.79,-0.55,0.54,0.34,-27.85,-10.45,-26.43,-26.43,,,,
DE000A0H0728,A0H072,EXXY,2736544,iShares Diversified Commodity Swap UCITS ETF (DE),Bloomberg Commodity,2007-08-07,6045,16.561643835616437,Long-only,Germany,EUR,False,False,Accumulating,0.46,Swap based Unfunded,255,False,,-0.42,-1.08,-1.62,-5.0,-6.39,-7.84,30.89,29.04,-11.97,21.44,39.23,-14.29,,,11.87,17.33,16.21,-0.66,0.54,0.32,-65.74,-10.82,-26.83,-26.83,,,,
IE00BF0BCP69,A2DQ7M,ETLF,37470964,L&G All Commodities UCITS ETF,Bloomberg Commodity,2017-07-11,2419,6.627397260273972,Long-only,Ireland,USD,False,False,Accumulating,0.15,Swap based Unfunded,56,False,,-0.25,-1.08,-1.16,-4.48,-6.35,-6.86,33.56,33.56,-11.33,23.06,37.47,-11.43,,,12.7,17.88,16.73,-0.54,0.57,0.36,-28.21,-10.57,-26.01,-26.01,,,,
IE00B5B3W843,A1C79W,DCUSAS,11926045,UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (USD) A-acc,Bloomberg Commodity,2011-02-01,4771,13.07123287671233,Long-only,Ireland,USD,False,False,Accumulating,0.19,Swap based,52,False,,0.84,0.42,0.95,-3.66,-4.02,-6.29,37.02,35.6,-11.24,23.1,37.32,-11.6,,,12.55,17.85,16.63,-0.5,0.62,0.38,-56.04,-10.55,-25.9,-25.9,,,,
GB00B15KY989,A0KRK9,OD7V,,WisdomTree Broad Commodities,Bloomberg Commodity,2006-09-27,6359,17.421917808219177,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,81,False,,-1.33,-0.93,-1.13,-4.57,-6.24,-7.6,29.86,30.22,-11.13,21.64,35.9,-10.53,,,12.75,18.04,16.72,-0.6,0.5,0.32,-65.71,-10.86,-27.13,-27.13,,,,
IE00BKY4W127,A2QSKH,PCOM,115184075,WisdomTree Broad Commodities UCITS ETF,Bloomberg Commodity,2021-11-29,817,2.2383561643835614,Long-only,Ireland,USD,False,False,Accumulating,0.19,Swap based Unfunded,228,False,,-0.21,-1.14,-1.24,-4.2,-6.36,-7.09,,,-11.53,22.35,,,,,12.68,,,-0.56,,,-26.45,-10.49,,,,,,
IE00B598DX38,A1C790,DCCHAS,11926022,UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (CHF) A-acc,Bloomberg Commodity (CHF Hedged),2011-04-06,4707,12.895890410958904,Long-only,Ireland,CHF,True,False,Accumulating,0.19,Swap based,78,False,,-4.26,1.01,-0.81,-4.39,-5.89,-5.91,27.13,33.24,-6.79,18.38,30.74,-5.13,,,14.72,19.96,17.8,-0.4,0.42,0.33,-67.71,-10.54,-24.09,-25.66,,,,
IE00BF4J0300,A2JN3K,CMOE,42275462,Invesco Bloomberg Commodity UCITS ETF EUR hedged Acc,Bloomberg Commodity (EUR Hedged),2018-08-16,2018,5.528767123287671,Long-only,Ireland,EUR,True,False,Accumulating,0.24,Swap based Unfunded,15,False,,-2.71,-0.73,-1.5,-5.9,-7.65,-7.42,10.7,13.99,-10.72,12.06,26.04,-4.72,,,14.38,19.03,17.15,-0.52,0.18,0.15,-33.33,-10.29,-29.17,-29.17,,,,
IE00B58ZM503,A1C79Y,DCEUAS,11925964,UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (EUR) A-acc,Bloomberg Commodity (EUR Hedged),2011-04-06,4707,12.895890410958904,Long-only,Ireland,EUR,True,False,Accumulating,0.19,Swap based,24,False,,-1.61,1.2,0.1,-5.16,-5.47,-7.38,14.73,15.19,-10.4,13.06,25.62,-5.58,,,14.24,19.05,17.17,-0.52,0.25,0.17,-70.46,-9.96,-28.41,-29.84,,,,
JE00B78NNS84,A1NZLA,00XK,,WisdomTree Broad Commodities - EUR Daily Hedged,Bloomberg Commodity (EUR Hedged),2012-03-15,4363,11.953424657534246,Long-only,Jersey,EUR,True,False,Accumulating,0.49,Swap based,1,False,,-3.42,-0.56,-1.83,-5.79,-7.41,-8.52,7.83,8.92,-11.04,11.61,24.44,-5.66,,,12.06,17.22,15.99,-0.71,0.15,0.11,-37.9,-10.65,-29.9,-29.92,,,,
IE00B5993T22,A1C792,DCGBAS,11926038,UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (GBP) A-acc,Bloomberg Commodity (GBP Hedged),2011-04-06,4707,12.895890410958904,Long-only,Ireland,GBP,True,False,Accumulating,0.19,Swap based,2,False,,-0.29,0.95,0.36,-3.13,-4.98,-3.36,19.86,22.06,-6.77,8.1,35.19,-10.42,,,15.09,21.03,19.61,-0.22,0.3,0.21,-70.66,-9.39,-28.26,-34.77,,,,
IE00B4WPHX27,A1CXBU,ETL2,11167373,L&G Longer Dated All Commodities UCITS ETF,Bloomberg Commodity 3 Month Forward,2010-03-15,5094,13.956164383561644,Long-only,Ireland,USD,False,False,Accumulating,0.3,Swap based Unfunded,382,False,,-0.15,-0.71,-0.87,-3.81,-5.77,-7.38,45.69,54.73,-10.52,26.5,43.78,-5.6,,,11.83,16.67,15.44,-0.62,0.8,0.59,-48.28,-9.57,-22.73,-22.92,,,,
JE00B24DMC49,A0SVXT,9GAF,,WisdomTree Broad Commodities Longer Dated,Bloomberg Commodity 3 Month Forward,2007-10-10,5981,16.386301369863013,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,3,False,,-0.97,-0.65,-0.89,-4.09,-5.68,-8.14,38.42,44.92,-10.86,23.57,41.07,-5.88,,,11.91,16.94,15.64,-0.68,0.68,0.49,-55.01,-10.34,-25.35,-25.35,,,,
LU2278080713,DBX0AA,XCMC,114426579,Xtrackers Bloomberg Commodity Swap UCITS ETF 1C,Bloomberg Commodity 3 Month Forward,2021-11-03,843,2.3095890410958906,Long-only,Luxembourg,USD,False,False,Accumulating,0.19,Swap based Unfunded,4,False,,-0.21,-0.74,-0.85,-3.81,-5.66,-7.26,,,-10.35,26.89,,,,,11.73,,,-0.62,,,-22.5,-9.44,,,,,,
LU0429790743,DBX0CZ,XCBE,10362077,Xtrackers Bloomberg Commodity Swap UCITS ETF 2C EUR Hedged,Bloomberg Commodity 3 Month Forward (EUR Hedged),2009-07-09,5343,14.638356164383561,Long-only,Luxembourg,EUR,True,False,Accumulating,0.24,Swap based Unfunded,8,False,,-2.44,-0.27,-1.05,-5.39,-6.85,-7.53,21.87,26.46,-9.58,15.83,31.0,-2.09,,,13.53,17.97,15.97,-0.56,0.38,0.3,-68.65,-10.11,-25.73,-28.01,,,,
IE000CYTPBT0,A3EG40,CMOC,127381392,Invesco Bloomberg Commodity Carbon Tilted UCITS ETF ,Bloomberg Commodity Carbon Tilted,2023-07-26,213,0.5835616438356165,Long-only,Ireland,USD,False,False,Accumulating,0.35,Swap based Unfunded,28,True,,-0.22,-1.09,-0.87,-4.42,-6.58,,,,,,,,,,,,,,,,-11.02,,,,,,,
IE00BYXYX521,A2DPAK,XAAG,36391095,Invesco Bloomberg Commodity ex-Agriculture UCITS ETF Acc,Bloomberg Commodity ex-Agriculture and Livestock,2017-05-22,2469,6.764383561643836,Long-only,Ireland,USD,False,False,Accumulating,0.19,Swap based Unfunded,185,False,,-0.32,-0.4,-0.36,-3.98,-6.26,-7.28,28.62,20.69,-15.92,24.84,38.81,-18.06,,,15.06,20.68,19.87,-0.48,0.42,0.19,-33.97,-13.64,-33.97,-33.97,,,,
JE00B6SV8B36,A1RX1N,OOEC,,WisdomTree Broad Commodities Ex-Agriculture and Livestock,Bloomberg Commodity ex-Agriculture and Livestock,2012-11-29,4104,11.243835616438357,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,26,False,,-0.28,-0.28,-0.28,-2.86,-4.14,-4.82,30.49,23.95,-13.08,22.82,37.6,-16.35,,,13.84,21.21,20.04,-0.35,0.44,0.22,-54.7,-12.52,-33.86,-33.86,,,,
GB00B15KXQ89,A0KRKR,OD7C,,WisdomTree Copper,Bloomberg Copper,2006-09-27,6359,17.421917808219177,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,1170,False,,1.75,0.63,2.66,2.83,1.78,-5.21,4.06,33.31,-0.22,-9.68,36.19,11.72,,,17.38,22.76,21.58,-0.3,0.06,0.27,-68.25,-15.02,-29.51,-29.51,,,,
JE00B4PDKD43,A1NZLB,00XL,,WisdomTree Copper - EUR Daily Hedged,Bloomberg Copper (EUR Hedged),2012-05-15,4302,11.786301369863013,Long-only,Jersey,EUR,True,False,Accumulating,0.49,Swap based,34,False,,-0.6,1.06,1.99,1.53,0.91,-5.81,-13.86,12.9,0.45,-17.47,23.96,19.89,,,18.13,23.63,22.08,-0.32,-0.21,0.11,-57.65,-15.06,-36.11,-36.11,,,,
JE00BN7KB441,A3G8J4,OD7D,,WisdomTree Corn,Bloomberg Corn,2006-09-27,6359,17.421917808219177,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,19,False,,,,,,,,,,-21.59,28.47,44.19,2.32,,,25.74,27.57,25.76,-0.95,0.24,0.24,-78.81,-31.01,-35.45,-41.93,,,,
GB00B15KXT11,A0KRKT,OD7E,,WisdomTree Cotton,Bloomberg Cotton,2006-09-27,6359,17.421917808219177,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,5,False,,18.08,-1.84,11.11,16.79,7.74,15.11,44.14,58.42,-3.56,-2.77,52.91,-0.53,,,24.53,31.5,28.41,0.62,0.41,0.34,-64.84,-17.13,-42.27,-42.27,,,,
IE000YUAPTQ0,A3DRNS,KARS,,KraneShares Electric Vehicles & Future Mobility ESG Screened UCITS ETF USD,Bloomberg Electric Vehicles ESG Screened,2022-05-25,640,1.7534246575342465,Long-only,Ireland,USD,False,False,Accumulating,0.72,Full replication,3,True,66,-14.87,-2.78,0.2,-12.7,-25.37,-31.45,,,-10.74,,,,,,20.71,,,-1.52,,,-49.93,-38.28,,,,,,
IE00BGYWCB81,A2PCCJ,VAGG,45828041,Vanguard USD Emerging Markets Government Bond UCITS ETF Accumulating,Bloomberg EM USD Sovereign + Quasi-Sov,2019-02-19,1831,5.016438356164383,Long-only,Ireland,USD,False,False,Accumulating,0.25,Sampling,368,False,1206,1.61,0.41,1.87,5.84,5.93,5.89,4.68,9.91,5.85,-9.9,6.5,-2.93,,,7.87,8.57,8.72,0.75,0.18,0.22,-17.09,-3.45,-11.6,-17.09,,,,
IE00BZ163L38,A143JQ,VGEM,30359019,Vanguard USD Emerging Markets Government Bond UCITS ETF Distributing,Bloomberg EM USD Sovereign + Quasi-Sov,2016-12-06,2636,7.221917808219178,Long-only,Ireland,USD,False,False,Distributing,0.25,Sampling,456,False,1206,1.18,0.45,1.43,5.38,5.51,5.44,4.24,9.43,5.85,-9.88,6.48,-2.95,5.16,5.16,7.81,8.59,8.81,0.7,0.16,0.21,-17.16,-3.45,-11.62,-17.16,,,,
IE00B6QGFW01,A1JTNB,IS0S,18127378,iShares Emerging Asia Local Government Bond UCITS ETF,Bloomberg Emerging Markets Asia Local Currency Government Country Capped Bond,2012-03-02,4376,11.98904109589041,Long-only,Ireland,USD,False,False,Distributing,0.5,Sampling,125,False,109,-0.37,-0.24,0.54,1.76,2.44,-0.73,3.64,10.36,1.8,-2.2,3.53,-0.47,3.04,2.93,5.84,6.34,6.46,-0.12,0.19,0.31,-17.57,-6.01,-8.84,-9.67,,,,
IE00BFM6T814,A2JKT1,IBCB,41534137,iShares Emerging Asia Local Government Bond UCITS ETF USD (Acc),Bloomberg Emerging Markets Asia Local Currency Government Country Capped Bond,2018-05-31,2095,5.739726027397261,Long-only,Ireland,USD,False,False,Accumulating,0.5,Sampling,42,False,109,-0.4,-0.4,0.4,1.63,2.25,-0.8,3.53,10.4,1.83,-2.77,3.69,-0.2,,,6.14,6.63,6.73,-0.13,0.18,0.3,-9.55,-5.92,-8.8,-9.55,,,,
IE00B4613386,A1JJTV,SYBM,12931546,SPDR Bloomberg Emerging Markets Local Bond UCITS ETF,Bloomberg Emerging Markets Local Currency Liquid Government Bond,2011-05-13,4670,12.794520547945206,Long-only,Ireland,USD,False,True,Distributing,0.55,Sampling,1354,False,451,-0.56,-0.65,0.54,2.19,2.33,3.85,0.95,2.97,6.61,-5.19,-0.78,-5.47,4.82,4.77,6.22,6.96,7.41,0.62,0.05,0.08,-17.32,-4.23,-8.25,-15.85,,,,
IE00BFWFPY67,A2JPTJ,SPFA,42476622,SPDR Bloomberg Emerging Markets Local Bond UCITS ETF,Bloomberg Emerging Markets Local Currency Liquid Government Bond,2018-07-20,2045,5.602739726027397,Long-only,Ireland,USD,False,True,Accumulating,0.55,Sampling,73,False,451,-0.56,-0.67,0.5,2.18,2.32,3.83,0.93,2.92,6.58,-5.17,-0.78,-5.48,,,6.19,6.91,7.37,0.62,0.04,0.08,-15.88,-4.27,-8.26,-15.88,,,,
IE00BK8JH525,A2PUE9,SPFD,50907384,SPDR Bloomberg Emerging Markets Local Bond UCITS ETF EUR Hedged (Acc),Bloomberg Emerging Markets Local Currency Liquid Government Bond (EUR Hedged),2019-11-15,1562,4.279452054794521,Long-only,Ireland,EUR,True,True,Accumulating,0.6,Sampling,120,False,451,-2.96,-0.31,0.2,0.75,0.79,3.32,-16.26,,7.25,-13.5,-9.18,1.86,,,9.7,10.49,,0.34,-0.55,,-28.59,-9.05,-26.48,,,,,
IE00BF51K132,A2DX8T,EMSB,38445002,Invesco Emerging Markets USD Bond UCITS ETF Dist,Bloomberg Emerging Markets USD Sovereign,2017-11-16,2291,6.276712328767124,Long-only,Ireland,USD,False,True,Distributing,0.25,Sampling,19,False,122,1.49,0.56,2.28,6.48,6.45,6.72,4.0,6.7,6.42,-10.78,5.35,-3.54,5.62,5.66,8.1,8.89,9.33,0.83,0.15,0.14,-19.44,-4.41,-13.21,-19.44,,,,
LU1324517454,A1439S,SBEMA,30555629,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (USD) A-acc,Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Capped,2018-01-31,2215,6.068493150684931,Long-only,Luxembourg,USD,False,False,Accumulating,0.25,Sampling,3,False,671,1.01,-0.74,1.17,6.35,8.16,8.75,-0.25,4.06,7.86,-14.05,5.4,-4.23,,,8.28,8.75,9.19,1.06,-0.01,0.09,-21.34,-4.33,-17.6,-21.34,,,,
LU1324516050,A1439E,UEFS,30549809,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (USD) A-dis,Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Capped,2016-01-29,2948,8.076712328767123,Long-only,Luxembourg,USD,False,False,Distributing,0.25,Sampling,92,False,671,2.07,0.5,2.32,6.36,7.18,8.42,1.35,4.76,7.87,-14.11,5.45,-4.31,6.57,6.67,8.46,8.92,9.48,0.99,0.05,0.1,-21.28,-4.36,-17.51,-21.28,,,,
LU1324516720,A1439M,SBEMS,30553612,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (hedged to CHF) A-acc,Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Capped (CHF Hedged),2016-03-31,2886,7.906849315068493,Long-only,Luxembourg,CHF,True,False,Accumulating,0.28,Sampling,7,False,671,-4.11,-0.19,-0.57,5.21,5.42,9.02,-8.29,1.55,13.11,-18.09,0.42,3.15,,,11.01,11.74,10.68,0.82,-0.24,0.03,-26.57,-8.46,-25.95,-26.57,,,,
LU1324516308,A1439H,FRCK,30553584,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (hedged to EUR) A-acc,Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Capped (EUR Hedged),2016-04-29,2857,7.8273972602739725,Long-only,Luxembourg,EUR,True,False,Accumulating,0.28,Sampling,201,False,671,0.0,1.12,2.27,4.94,5.76,8.52,-15.59,-10.64,8.73,-21.88,-3.41,2.72,,,9.79,10.89,10.21,0.87,-0.5,-0.22,-32.28,-7.27,-32.28,-32.28,,,,
LU1324516480,A1439J,SBEG,30553590,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (hedged to GBP) A-dis,Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Capped (GBP Hedged),2016-04-29,2857,7.8273972602739725,Long-only,Luxembourg,GBP,True,False,Distributing,0.28,Sampling,128,False,671,1.54,1.32,2.53,7.28,6.68,13.41,-11.76,-4.1,13.02,-25.18,4.15,-2.45,6.0,6.41,10.51,12.6,13.13,1.28,-0.32,-0.06,-33.71,-8.28,-33.31,-33.71,,,,
GB00B15KYB02,A0KRLA,OD7W,,WisdomTree Energy,Bloomberg Energy,2006-09-27,6359,17.421917808219177,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,43,False,,0.3,-0.9,-1.19,-7.02,-10.3,-7.02,51.14,-1.49,-21.62,45.17,63.84,-46.36,,,26.55,33.44,34.98,-0.26,0.44,-0.01,-94.98,-23.81,-51.8,-59.5,,,,
JE00B78NNV14,A1PCJ7,EHEN,,WisdomTree Energy - EUR Daily Hedged,Bloomberg Energy (EUR Hedged),2013-10-21,3778,10.35068493150685,Long-only,Jersey,EUR,True,False,Accumulating,0.49,Swap based,0,False,,-1.4,-0.35,-1.75,-8.77,-13.0,-9.65,20.09,-23.01,-23.8,31.23,48.44,-43.86,,,26.07,33.51,34.57,-0.37,0.19,-0.15,-86.81,-23.23,-52.63,-61.76,,,,
JE00B24DMD55,A0SVXU,9GAG,,WisdomTree Energy Longer Dated,Bloomberg Energy 3 Month Forward,2007-10-10,5981,16.386301369863013,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,1,False,,3.07,0.08,0.16,-4.59,-8.14,-6.19,77.06,43.2,-19.49,48.19,75.02,-31.8,,,24.05,30.44,30.22,-0.26,0.69,0.25,-87.59,-22.21,-45.96,-47.65,,,,
LU1829218749,LYX0Z2,LYTR,42764189,Amundi Bloomberg Equal-Weight Commodity Ex-Agriculture UCITS ETF Acc,Bloomberg Energy and Metals Equal-Weighted,2006-01-26,6603,18.09041095890411,Long-only,Luxembourg,EUR,False,False,Accumulating,0.3,Swap based Unfunded,1102,False,,-0.48,-0.29,-0.05,-1.97,-4.77,-7.63,39.6,37.49,-15.84,29.4,48.62,-17.3,,,13.7,18.12,20.03,-0.56,0.65,0.33,-68.24,-13.78,-30.64,-41.7,,,,
LU1900069219,LYX0XU,C099,46000753,Amundi Bloomberg Equal-Weight Commodity Ex-Agriculture UCITS ETF EUR Hedged Acc,Bloomberg Energy and Metals Equal-Weighted (EUR Hedged),2018-12-11,1901,5.208219178082191,Long-only,Luxembourg,EUR,True,False,Accumulating,0.35,Swap based Unfunded,45,False,,-2.74,0.21,-0.25,-3.1,-5.71,-7.83,16.75,17.85,-15.29,18.92,36.37,-11.27,,,14.98,18.3,19.63,-0.52,0.29,0.17,-44.92,-14.82,-33.05,-44.92,,,,
IE00B6YX5F63,A1JKSV,SYB3,13975741,SPDR Bloomberg 1-3 Year Euro Government Bond UCITS ETF,Bloomberg Euro 1-3 Year Treasury Bond,2011-11-14,4485,12.287671232876713,Long-only,Ireland,EUR,False,True,Distributing,0.15,Sampling,566,False,84,-0.49,0.02,-0.12,1.0,1.64,2.78,-2.87,-3.0,3.32,-4.97,-0.84,-0.15,0.0,0.0,1.99,1.79,1.47,1.39,-0.54,-0.41,-7.06,-0.96,-6.07,-6.97,,,,
IE00B41RYL63,A1JJTM,SYBA,12931570,SPDR Bloomberg Euro Aggregate Bond UCITS ETF,Bloomberg Euro Aggregate Bond,2011-05-23,4660,12.767123287671232,Long-only,Ireland,EUR,False,True,Distributing,0.17,Sampling,525,False,2324,-2.0,0.33,-0.5,2.29,2.58,3.8,-14.48,-8.5,7.03,-17.34,-3.02,3.84,0.65,0.67,5.88,6.05,5.23,0.65,-0.84,-0.34,-20.54,-3.3,-19.91,-20.54,,,,
IE00B87RLX93,A1T94L,IS3B,21332954,iShares Euro Corporate Bond Financials UCITS ETF,Bloomberg Euro Aggregate Financial,2013-05-07,3945,10.808219178082192,Long-only,Ireland,EUR,False,True,Distributing,0.2,Sampling,327,False,1346,-0.01,0.57,0.7,3.56,5.08,6.5,-6.76,-1.12,8.38,-13.86,-0.74,2.27,2.43,2.52,3.77,4.23,3.99,1.72,-0.54,-0.06,-17.34,-1.32,-17.34,-17.34,,,,
IE00B4WXJJ64,A0RL83,EUNH,10127508,iShares Core Euro Government Bond UCITS ETF (Dist),Bloomberg Euro Aggregate Treasury,2009-04-17,5426,14.865753424657534,Long-only,Ireland,EUR,False,True,Distributing,0.07,Sampling,4370,False,464,-1.4,0.36,0.37,3.26,3.28,4.4,-15.21,-7.98,7.04,-18.5,-3.51,4.75,1.46,1.5,6.88,7.09,6.21,0.64,-0.76,-0.27,-22.56,-4.57,-21.69,-22.56,,,,
IE00BH04GL39,A2PA8D,VGEA,45827734,Vanguard EUR Eurozone Government Bond UCITS ETF Accumulating,Bloomberg Euro Aggregate Treasury,2019-02-19,1831,5.016438356164383,Long-only,Ireland,EUR,False,False,Accumulating,0.07,Sampling,1602,False,440,-1.33,0.39,0.39,3.31,3.36,4.48,-15.05,-7.64,7.15,-18.45,-3.53,4.91,,,6.89,7.1,6.2,0.65,-0.75,-0.25,-22.43,-4.59,-21.59,-22.43,,,,
IE00BZ163H91,A143JL,VGEB,30358995,Vanguard EUR Eurozone Government Bond UCITS ETF Distributing,Bloomberg Euro Aggregate Treasury,2016-02-24,2922,8.005479452054795,Long-only,Ireland,EUR,False,False,Distributing,0.07,Sampling,843,False,440,-1.56,0.36,0.18,3.07,3.1,4.25,-15.23,-7.87,7.16,-18.43,-3.55,4.91,1.88,1.92,6.84,7.11,6.21,0.62,-0.75,-0.26,-22.41,-4.57,-21.56,-22.41,,,,
IE00BMFJGP26,A2P3WH,IEGC,54540833,iShares Core Euro Government Bond UCITS ETF CHF Hedged (Acc),Bloomberg Euro Aggregate Treasury (CHF Hedged),2020-05-14,1381,3.7835616438356166,Long-only,Ireland,CHF,True,True,Accumulating,0.09,Sampling,85,False,464,-4.59,-0.68,-1.13,3.07,3.55,5.81,-7.22,,11.17,-15.05,0.83,,,,10.05,10.32,,0.58,-0.24,,-18.26,-5.41,-18.26,,,,,
LU1048314196,A110QF,UEF6,24016077,UBS ETF (LU) Bloomberg Euro Area Liquid Corporates 1-5 Year UCITS ETF (EUR) A-dis,Bloomberg Euro Area Liquid Corporates 1-5,2014-05-30,3557,9.745205479452055,Long-only,Luxembourg,EUR,False,False,Distributing,0.16,Sampling,384,False,674,-0.16,0.31,0.3,2.43,3.65,5.05,-3.44,-0.57,6.42,-8.88,-0.26,0.86,2.08,2.14,2.78,2.97,2.65,1.82,-0.39,-0.04,-11.17,-0.88,-11.17,-11.17,,,,
